"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CPI","TOT","AGRWTH","M","1977-03",10.24339,
"OECD","CPI","TOT","AGRWTH","M","1977-04",10.45819,
"OECD","CPI","TOT","AGRWTH","M","1977-05",10.36133,
"OECD","CPI","TOT","AGRWTH","M","1977-06",10.59447,
"OECD","CPI","TOT","AGRWTH","M","1977-07",10.61264,
"OECD","CPI","TOT","AGRWTH","M","1977-08",10.65596,
"OECD","CPI","TOT","AGRWTH","M","1977-09",10.41749,
"OECD","CPI","TOT","AGRWTH","M","1977-10",9.948448,
"OECD","CPI","TOT","AGRWTH","M","1977-11",9.71235,
"OECD","CPI","TOT","AGRWTH","M","1977-12",9.491478,
"OECD","CPI","TOT","AGRWTH","M","1978-01",9.293647,
"OECD","CPI","TOT","AGRWTH","M","1978-02",9.03986,
"OECD","CPI","TOT","AGRWTH","M","1978-03",8.952979,
"OECD","CPI","TOT","AGRWTH","M","1978-04",8.746504,
"OECD","CPI","TOT","AGRWTH","M","1978-05",8.920055,
"OECD","CPI","TOT","AGRWTH","M","1978-06",9.075026,
"OECD","CPI","TOT","AGRWTH","M","1978-07",9.304749,
"OECD","CPI","TOT","AGRWTH","M","1978-08",9.247426,
"OECD","CPI","TOT","AGRWTH","M","1978-09",9.239276,
"OECD","CPI","TOT","AGRWTH","M","1978-10",9.398611,
"OECD","CPI","TOT","AGRWTH","M","1978-11",9.344567,
"OECD","CPI","TOT","AGRWTH","M","1978-12",9.340565,
"OECD","CPI","TOT","AGRWTH","M","1979-01",9.595451,
"OECD","CPI","TOT","AGRWTH","M","1979-02",9.736084,
"OECD","CPI","TOT","AGRWTH","M","1979-03",9.939384,
"OECD","CPI","TOT","AGRWTH","M","1979-04",10.1857,
"OECD","CPI","TOT","AGRWTH","M","1979-05",10.43586,
"OECD","CPI","TOT","AGRWTH","M","1979-06",10.76471,
"OECD","CPI","TOT","AGRWTH","M","1979-07",11.42069,
"OECD","CPI","TOT","AGRWTH","M","1979-08",11.66448,
"OECD","CPI","TOT","AGRWTH","M","1979-09",12.08654,
"OECD","CPI","TOT","AGRWTH","M","1979-10",12.40671,
"OECD","CPI","TOT","AGRWTH","M","1979-11",12.87799,
"OECD","CPI","TOT","AGRWTH","M","1979-12",13.54531,
"OECD","CPI","TOT","AGRWTH","M","1980-01",14.43769,
"OECD","CPI","TOT","AGRWTH","M","1980-02",15.20037,
"OECD","CPI","TOT","AGRWTH","M","1980-03",15.46877,
"OECD","CPI","TOT","AGRWTH","M","1980-04",15.70843,
"OECD","CPI","TOT","AGRWTH","M","1980-05",15.56258,
"OECD","CPI","TOT","AGRWTH","M","1980-06",15.42548,
"OECD","CPI","TOT","AGRWTH","M","1980-07",14.5312,
"OECD","CPI","TOT","AGRWTH","M","1980-08",14.53973,
"OECD","CPI","TOT","AGRWTH","M","1980-09",14.34007,
"OECD","CPI","TOT","AGRWTH","M","1980-10",14.16771,
"OECD","CPI","TOT","AGRWTH","M","1980-11",14.18243,
"OECD","CPI","TOT","AGRWTH","M","1980-12",13.98194,
"OECD","CPI","TOT","AGRWTH","M","1981-01",13.31412,
"OECD","CPI","TOT","AGRWTH","M","1981-02",12.64156,
"OECD","CPI","TOT","AGRWTH","M","1981-03",12.30356,
"OECD","CPI","TOT","AGRWTH","M","1981-04",11.86629,
"OECD","CPI","TOT","AGRWTH","M","1981-05",11.76503,
"OECD","CPI","TOT","AGRWTH","M","1981-06",11.61939,
"OECD","CPI","TOT","AGRWTH","M","1981-07",11.99125,
"OECD","CPI","TOT","AGRWTH","M","1981-08",11.95821,
"OECD","CPI","TOT","AGRWTH","M","1981-09",12.06264,
"OECD","CPI","TOT","AGRWTH","M","1981-10",11.82756,
"OECD","CPI","TOT","AGRWTH","M","1981-11",11.55168,
"OECD","CPI","TOT","AGRWTH","M","1981-12",11.21027,
"OECD","CPI","TOT","AGRWTH","M","1982-01",10.88948,
"OECD","CPI","TOT","AGRWTH","M","1982-02",10.54018,
"OECD","CPI","TOT","AGRWTH","M","1982-03",10.14996,
"OECD","CPI","TOT","AGRWTH","M","1982-04",10.15932,
"OECD","CPI","TOT","AGRWTH","M","1982-05",10.40761,
"OECD","CPI","TOT","AGRWTH","M","1982-06",10.73323,
"OECD","CPI","TOT","AGRWTH","M","1982-07",10.50454,
"OECD","CPI","TOT","AGRWTH","M","1982-08",10.93379,
"OECD","CPI","TOT","AGRWTH","M","1982-09",10.72858,
"OECD","CPI","TOT","AGRWTH","M","1982-10",10.91163,
"OECD","CPI","TOT","AGRWTH","M","1982-11",10.80926,
"OECD","CPI","TOT","AGRWTH","M","1982-12",11.29371,
"OECD","CPI","TOT","AGRWTH","M","1983-01",11.39835,
"OECD","CPI","TOT","AGRWTH","M","1983-02",11.31706,
"OECD","CPI","TOT","AGRWTH","M","1983-03",11.3844,
"OECD","CPI","TOT","AGRWTH","M","1983-04",11.44955,
"OECD","CPI","TOT","AGRWTH","M","1983-05",11.11956,
"OECD","CPI","TOT","AGRWTH","M","1983-06",10.4368,
"OECD","CPI","TOT","AGRWTH","M","1983-07",10.39956,
"OECD","CPI","TOT","AGRWTH","M","1983-08",9.898272,
"OECD","CPI","TOT","AGRWTH","M","1983-09",9.850568,
"OECD","CPI","TOT","AGRWTH","M","1983-10",9.753819,
"OECD","CPI","TOT","AGRWTH","M","1983-11",9.992304,
"OECD","CPI","TOT","AGRWTH","M","1983-12",9.55998,
"OECD","CPI","TOT","AGRWTH","M","1984-01",9.386803,
"OECD","CPI","TOT","AGRWTH","M","1984-02",9.612269,
"OECD","CPI","TOT","AGRWTH","M","1984-03",9.587486,
"OECD","CPI","TOT","AGRWTH","M","1984-04",9.295794,
"OECD","CPI","TOT","AGRWTH","M","1984-05",9.08197,
"OECD","CPI","TOT","AGRWTH","M","1984-06",9.134042,
"OECD","CPI","TOT","AGRWTH","M","1984-07",8.918465,
"OECD","CPI","TOT","AGRWTH","M","1984-08",8.707817,
"OECD","CPI","TOT","AGRWTH","M","1984-09",8.564107,
"OECD","CPI","TOT","AGRWTH","M","1984-10",8.45158,
"OECD","CPI","TOT","AGRWTH","M","1984-11",8.092136,
"OECD","CPI","TOT","AGRWTH","M","1984-12",7.912314,
"OECD","CPI","TOT","AGRWTH","M","1985-01",7.90407,
"OECD","CPI","TOT","AGRWTH","M","1985-02",7.831172,
"OECD","CPI","TOT","AGRWTH","M","1985-03",8.000675,
"OECD","CPI","TOT","AGRWTH","M","1985-04",7.959927,
"OECD","CPI","TOT","AGRWTH","M","1985-05",7.829874,
"OECD","CPI","TOT","AGRWTH","M","1985-06",7.558334,
"OECD","CPI","TOT","AGRWTH","M","1985-07",7.439649,
"OECD","CPI","TOT","AGRWTH","M","1985-08",7.368061,
"OECD","CPI","TOT","AGRWTH","M","1985-09",7.252035,
"OECD","CPI","TOT","AGRWTH","M","1985-10",7.311722,
"OECD","CPI","TOT","AGRWTH","M","1985-11",7.47414,
"OECD","CPI","TOT","AGRWTH","M","1985-12",7.76194,
"OECD","CPI","TOT","AGRWTH","M","1986-01",7.733733,
"OECD","CPI","TOT","AGRWTH","M","1986-02",7.186635,
"OECD","CPI","TOT","AGRWTH","M","1986-03",6.531334,
"OECD","CPI","TOT","AGRWTH","M","1986-04",6.154434,
"OECD","CPI","TOT","AGRWTH","M","1986-05",6.229734,
"OECD","CPI","TOT","AGRWTH","M","1986-06",6.58591,
"OECD","CPI","TOT","AGRWTH","M","1986-07",6.537355,
"OECD","CPI","TOT","AGRWTH","M","1986-08",6.785161,
"OECD","CPI","TOT","AGRWTH","M","1986-09",7.021055,
"OECD","CPI","TOT","AGRWTH","M","1986-10",6.942281,
"OECD","CPI","TOT","AGRWTH","M","1986-11",6.992144,
"OECD","CPI","TOT","AGRWTH","M","1986-12",7.029303,
"OECD","CPI","TOT","AGRWTH","M","1987-01",7.017484,
"OECD","CPI","TOT","AGRWTH","M","1987-02",7.493584,
"OECD","CPI","TOT","AGRWTH","M","1987-03",8.11985,
"OECD","CPI","TOT","AGRWTH","M","1987-04",8.769289,
"OECD","CPI","TOT","AGRWTH","M","1987-05",8.980203,
"OECD","CPI","TOT","AGRWTH","M","1987-06",8.930282,
"OECD","CPI","TOT","AGRWTH","M","1987-07",9.277552,
"OECD","CPI","TOT","AGRWTH","M","1987-08",9.563267,
"OECD","CPI","TOT","AGRWTH","M","1987-09",9.655313,
"OECD","CPI","TOT","AGRWTH","M","1987-10",9.935207,
"OECD","CPI","TOT","AGRWTH","M","1987-11",10.15809,
"OECD","CPI","TOT","AGRWTH","M","1987-12",11.05525,
"OECD","CPI","TOT","AGRWTH","M","1988-01",11.15127,
"OECD","CPI","TOT","AGRWTH","M","1988-02",11.20297,
"OECD","CPI","TOT","AGRWTH","M","1988-03",11.23332,
"OECD","CPI","TOT","AGRWTH","M","1988-04",10.91891,
"OECD","CPI","TOT","AGRWTH","M","1988-05",10.58279,
"OECD","CPI","TOT","AGRWTH","M","1988-06",10.3484,
"OECD","CPI","TOT","AGRWTH","M","1988-07",10.05592,
"OECD","CPI","TOT","AGRWTH","M","1988-08",9.588041,
"OECD","CPI","TOT","AGRWTH","M","1988-09",9.311646,
"OECD","CPI","TOT","AGRWTH","M","1988-10",8.798799,
"OECD","CPI","TOT","AGRWTH","M","1988-11",8.299393,
"OECD","CPI","TOT","AGRWTH","M","1988-12",6.965735,
"OECD","CPI","TOT","AGRWTH","M","1989-01",6.660864,
"OECD","CPI","TOT","AGRWTH","M","1989-02",6.414143,
"OECD","CPI","TOT","AGRWTH","M","1989-03",6.229637,
"OECD","CPI","TOT","AGRWTH","M","1989-04",6.444921,
"OECD","CPI","TOT","AGRWTH","M","1989-05",6.60296,
"OECD","CPI","TOT","AGRWTH","M","1989-06",6.505019,
"OECD","CPI","TOT","AGRWTH","M","1989-07",6.419946,
"OECD","CPI","TOT","AGRWTH","M","1989-08",6.24457,
"OECD","CPI","TOT","AGRWTH","M","1989-09",6.169806,
"OECD","CPI","TOT","AGRWTH","M","1989-10",6.359225,
"OECD","CPI","TOT","AGRWTH","M","1989-11",6.27626,
"OECD","CPI","TOT","AGRWTH","M","1989-12",6.357166,
"OECD","CPI","TOT","AGRWTH","M","1990-01",6.758023,
"OECD","CPI","TOT","AGRWTH","M","1990-02",6.925284,
"OECD","CPI","TOT","AGRWTH","M","1990-03",6.948181,
"OECD","CPI","TOT","AGRWTH","M","1990-04",6.6569,
"OECD","CPI","TOT","AGRWTH","M","1990-05",6.535965,
"OECD","CPI","TOT","AGRWTH","M","1990-06",6.653211,
"OECD","CPI","TOT","AGRWTH","M","1990-07",6.621472,
"OECD","CPI","TOT","AGRWTH","M","1990-08",7.14078,
"OECD","CPI","TOT","AGRWTH","M","1990-09",7.505168,
"OECD","CPI","TOT","AGRWTH","M","1990-10",7.722632,
"OECD","CPI","TOT","AGRWTH","M","1990-11",7.835677,
"OECD","CPI","TOT","AGRWTH","M","1990-12",7.652852,
"OECD","CPI","TOT","AGRWTH","M","1991-01",7.4395,
"OECD","CPI","TOT","AGRWTH","M","1991-02",7.222406,
"OECD","CPI","TOT","AGRWTH","M","1991-03",7.039948,
"OECD","CPI","TOT","AGRWTH","M","1991-04",6.93171,
"OECD","CPI","TOT","AGRWTH","M","1991-05",6.921907,
"OECD","CPI","TOT","AGRWTH","M","1991-06",6.883897,
"OECD","CPI","TOT","AGRWTH","M","1991-07",6.902637,
"OECD","CPI","TOT","AGRWTH","M","1991-08",6.523543,
"OECD","CPI","TOT","AGRWTH","M","1991-09",6.08814,
"OECD","CPI","TOT","AGRWTH","M","1991-10",5.838699,
"OECD","CPI","TOT","AGRWTH","M","1991-11",6.01452,
"OECD","CPI","TOT","AGRWTH","M","1991-12",6.030418,
"OECD","CPI","TOT","AGRWTH","M","1992-01",5.647553,
"OECD","CPI","TOT","AGRWTH","M","1992-02",5.737853,
"OECD","CPI","TOT","AGRWTH","M","1992-03",5.929771,
"OECD","CPI","TOT","AGRWTH","M","1992-04",5.834297,
"OECD","CPI","TOT","AGRWTH","M","1992-05",5.610229,
"OECD","CPI","TOT","AGRWTH","M","1992-06",5.470496,
"OECD","CPI","TOT","AGRWTH","M","1992-07",5.225999,
"OECD","CPI","TOT","AGRWTH","M","1992-08",5.168752,
"OECD","CPI","TOT","AGRWTH","M","1992-09",5.167525,
"OECD","CPI","TOT","AGRWTH","M","1992-10",4.937352,
"OECD","CPI","TOT","AGRWTH","M","1992-11",4.703569,
"OECD","CPI","TOT","AGRWTH","M","1992-12",4.627651,
"OECD","CPI","TOT","AGRWTH","M","1993-01",4.810255,
"OECD","CPI","TOT","AGRWTH","M","1993-02",4.779054,
"OECD","CPI","TOT","AGRWTH","M","1993-03",4.644783,
"OECD","CPI","TOT","AGRWTH","M","1993-04",4.630479,
"OECD","CPI","TOT","AGRWTH","M","1993-05",4.655658,
"OECD","CPI","TOT","AGRWTH","M","1993-06",4.609548,
"OECD","CPI","TOT","AGRWTH","M","1993-07",4.783068,
"OECD","CPI","TOT","AGRWTH","M","1993-08",4.760929,
"OECD","CPI","TOT","AGRWTH","M","1993-09",4.599837,
"OECD","CPI","TOT","AGRWTH","M","1993-10",4.577911,
"OECD","CPI","TOT","AGRWTH","M","1993-11",4.468026,
"OECD","CPI","TOT","AGRWTH","M","1993-12",4.510647,
"OECD","CPI","TOT","AGRWTH","M","1994-01",4.256914,
"OECD","CPI","TOT","AGRWTH","M","1994-02",4.253318,
"OECD","CPI","TOT","AGRWTH","M","1994-03",4.24591,
"OECD","CPI","TOT","AGRWTH","M","1994-04",4.606869,
"OECD","CPI","TOT","AGRWTH","M","1994-05",4.73992,
"OECD","CPI","TOT","AGRWTH","M","1994-06",4.764743,
"OECD","CPI","TOT","AGRWTH","M","1994-07",4.750452,
"OECD","CPI","TOT","AGRWTH","M","1994-08",4.892728,
"OECD","CPI","TOT","AGRWTH","M","1994-09",4.961418,
"OECD","CPI","TOT","AGRWTH","M","1994-10",4.907205,
"OECD","CPI","TOT","AGRWTH","M","1994-11",5.045262,
"OECD","CPI","TOT","AGRWTH","M","1994-12",5.22607,
"OECD","CPI","TOT","AGRWTH","M","1995-01",5.465611,
"OECD","CPI","TOT","AGRWTH","M","1995-02",5.668726,
"OECD","CPI","TOT","AGRWTH","M","1995-03",5.901302,
"OECD","CPI","TOT","AGRWTH","M","1995-04",5.954088,
"OECD","CPI","TOT","AGRWTH","M","1995-05",6.069717,
"OECD","CPI","TOT","AGRWTH","M","1995-06",6.225877,
"OECD","CPI","TOT","AGRWTH","M","1995-07",6.142722,
"OECD","CPI","TOT","AGRWTH","M","1995-08",6.100128,
"OECD","CPI","TOT","AGRWTH","M","1995-09",6.297147,
"OECD","CPI","TOT","AGRWTH","M","1995-10",6.33673,
"OECD","CPI","TOT","AGRWTH","M","1995-11",6.285566,
"OECD","CPI","TOT","AGRWTH","M","1995-12",6.30649,
"OECD","CPI","TOT","AGRWTH","M","1996-01",6.389226,
"OECD","CPI","TOT","AGRWTH","M","1996-02",6.244788,
"OECD","CPI","TOT","AGRWTH","M","1996-03",6.187053,
"OECD","CPI","TOT","AGRWTH","M","1996-04",5.991009,
"OECD","CPI","TOT","AGRWTH","M","1996-05",5.901787,
"OECD","CPI","TOT","AGRWTH","M","1996-06",5.696437,
"OECD","CPI","TOT","AGRWTH","M","1996-07",5.719415,
"OECD","CPI","TOT","AGRWTH","M","1996-08",5.622133,
"OECD","CPI","TOT","AGRWTH","M","1996-09",5.506818,
"OECD","CPI","TOT","AGRWTH","M","1996-10",5.552733,
"OECD","CPI","TOT","AGRWTH","M","1996-11",5.564683,
"OECD","CPI","TOT","AGRWTH","M","1996-12",5.531958,
"OECD","CPI","TOT","AGRWTH","M","1997-01",5.334055,
"OECD","CPI","TOT","AGRWTH","M","1997-02",5.217666,
"OECD","CPI","TOT","AGRWTH","M","1997-03",4.951005,
"OECD","CPI","TOT","AGRWTH","M","1997-04",4.808828,
"OECD","CPI","TOT","AGRWTH","M","1997-05",4.647518,
"OECD","CPI","TOT","AGRWTH","M","1997-06",4.706449,
"OECD","CPI","TOT","AGRWTH","M","1997-07",4.811258,
"OECD","CPI","TOT","AGRWTH","M","1997-08",4.904936,
"OECD","CPI","TOT","AGRWTH","M","1997-09",4.931313,
"OECD","CPI","TOT","AGRWTH","M","1997-10",4.942444,
"OECD","CPI","TOT","AGRWTH","M","1997-11",4.869604,
"OECD","CPI","TOT","AGRWTH","M","1997-12",4.797715,
"OECD","CPI","TOT","AGRWTH","M","1998-01",4.707302,
"OECD","CPI","TOT","AGRWTH","M","1998-02",4.72031,
"OECD","CPI","TOT","AGRWTH","M","1998-03",4.705843,
"OECD","CPI","TOT","AGRWTH","M","1998-04",4.56771,
"OECD","CPI","TOT","AGRWTH","M","1998-05",4.600982,
"OECD","CPI","TOT","AGRWTH","M","1998-06",4.505239,
"OECD","CPI","TOT","AGRWTH","M","1998-07",4.332794,
"OECD","CPI","TOT","AGRWTH","M","1998-08",4.106787,
"OECD","CPI","TOT","AGRWTH","M","1998-09",4.009948,
"OECD","CPI","TOT","AGRWTH","M","1998-10",3.988513,
"OECD","CPI","TOT","AGRWTH","M","1998-11",3.949548,
"OECD","CPI","TOT","AGRWTH","M","1998-12",3.831527,
"OECD","CPI","TOT","AGRWTH","M","1999-01",3.654404,
"OECD","CPI","TOT","AGRWTH","M","1999-02",3.463394,
"OECD","CPI","TOT","AGRWTH","M","1999-03",3.506637,
"OECD","CPI","TOT","AGRWTH","M","1999-04",3.768168,
"OECD","CPI","TOT","AGRWTH","M","1999-05",3.605676,
"OECD","CPI","TOT","AGRWTH","M","1999-06",3.541766,
"OECD","CPI","TOT","AGRWTH","M","1999-07",3.662829,
"OECD","CPI","TOT","AGRWTH","M","1999-08",3.82175,
"OECD","CPI","TOT","AGRWTH","M","1999-09",3.888644,
"OECD","CPI","TOT","AGRWTH","M","1999-10",3.79548,
"OECD","CPI","TOT","AGRWTH","M","1999-11",3.776759,
"OECD","CPI","TOT","AGRWTH","M","1999-12",3.911554,
"OECD","CPI","TOT","AGRWTH","M","2000-01",3.953929,
"OECD","CPI","TOT","AGRWTH","M","2000-02",4.203185,
"OECD","CPI","TOT","AGRWTH","M","2000-03",4.406482,
"OECD","CPI","TOT","AGRWTH","M","2000-04",3.917869,
"OECD","CPI","TOT","AGRWTH","M","2000-05",3.971776,
"OECD","CPI","TOT","AGRWTH","M","2000-06",4.271132,
"OECD","CPI","TOT","AGRWTH","M","2000-07",4.282485,
"OECD","CPI","TOT","AGRWTH","M","2000-08",4.052236,
"OECD","CPI","TOT","AGRWTH","M","2000-09",4.053732,
"OECD","CPI","TOT","AGRWTH","M","2000-10",3.899628,
"OECD","CPI","TOT","AGRWTH","M","2000-11",3.912438,
"OECD","CPI","TOT","AGRWTH","M","2000-12",3.763941,
"OECD","CPI","TOT","AGRWTH","M","2001-01",3.780153,
"OECD","CPI","TOT","AGRWTH","M","2001-02",3.653237,
"OECD","CPI","TOT","AGRWTH","M","2001-03",3.436983,
"OECD","CPI","TOT","AGRWTH","M","2001-04",3.934884,
"OECD","CPI","TOT","AGRWTH","M","2001-05",4.273238,
"OECD","CPI","TOT","AGRWTH","M","2001-06",4.092657,
"OECD","CPI","TOT","AGRWTH","M","2001-07",3.691529,
"OECD","CPI","TOT","AGRWTH","M","2001-08",3.721414,
"OECD","CPI","TOT","AGRWTH","M","2001-09",3.652375,
"OECD","CPI","TOT","AGRWTH","M","2001-10",3.481752,
"OECD","CPI","TOT","AGRWTH","M","2001-11",3.238096,
"OECD","CPI","TOT","AGRWTH","M","2001-12",3.112882,
"OECD","CPI","TOT","AGRWTH","M","2002-01",3.119056,
"OECD","CPI","TOT","AGRWTH","M","2002-02",3.031379,
"OECD","CPI","TOT","AGRWTH","M","2002-03",3.115846,
"OECD","CPI","TOT","AGRWTH","M","2002-04",2.956961,
"OECD","CPI","TOT","AGRWTH","M","2002-05",2.560941,
"OECD","CPI","TOT","AGRWTH","M","2002-06",2.402506,
"OECD","CPI","TOT","AGRWTH","M","2002-07",2.570025,
"OECD","CPI","TOT","AGRWTH","M","2002-08",2.706166,
"OECD","CPI","TOT","AGRWTH","M","2002-09",2.52963,
"OECD","CPI","TOT","AGRWTH","M","2002-10",2.699892,
"OECD","CPI","TOT","AGRWTH","M","2002-11",2.836032,
"OECD","CPI","TOT","AGRWTH","M","2002-12",2.859739,
"OECD","CPI","TOT","AGRWTH","M","2003-01",2.838407,
"OECD","CPI","TOT","AGRWTH","M","2003-02",3.091317,
"OECD","CPI","TOT","AGRWTH","M","2003-03",3.142259,
"OECD","CPI","TOT","AGRWTH","M","2003-04",2.607229,
"OECD","CPI","TOT","AGRWTH","M","2003-05",2.409621,
"OECD","CPI","TOT","AGRWTH","M","2003-06",2.401911,
"OECD","CPI","TOT","AGRWTH","M","2003-07",2.361031,
"OECD","CPI","TOT","AGRWTH","M","2003-08",2.340392,
"OECD","CPI","TOT","AGRWTH","M","2003-09",2.376737,
"OECD","CPI","TOT","AGRWTH","M","2003-10",2.189969,
"OECD","CPI","TOT","AGRWTH","M","2003-11",2.012577,
"OECD","CPI","TOT","AGRWTH","M","2003-12",2.023362,
"OECD","CPI","TOT","AGRWTH","M","2004-01",1.945191,
"OECD","CPI","TOT","AGRWTH","M","2004-02",1.799679,
"OECD","CPI","TOT","AGRWTH","M","2004-03",1.767979,
"OECD","CPI","TOT","AGRWTH","M","2004-04",2.097097,
"OECD","CPI","TOT","AGRWTH","M","2004-05",2.564368,
"OECD","CPI","TOT","AGRWTH","M","2004-06",2.717595,
"OECD","CPI","TOT","AGRWTH","M","2004-07",2.621365,
"OECD","CPI","TOT","AGRWTH","M","2004-08",2.495575,
"OECD","CPI","TOT","AGRWTH","M","2004-09",2.383481,
"OECD","CPI","TOT","AGRWTH","M","2004-10",2.803493,
"OECD","CPI","TOT","AGRWTH","M","2004-11",2.949938,
"OECD","CPI","TOT","AGRWTH","M","2004-12",2.769005,
"OECD","CPI","TOT","AGRWTH","M","2005-01",2.51769,
"OECD","CPI","TOT","AGRWTH","M","2005-02",2.518665,
"OECD","CPI","TOT","AGRWTH","M","2005-03",2.607457,
"OECD","CPI","TOT","AGRWTH","M","2005-04",2.740111,
"OECD","CPI","TOT","AGRWTH","M","2005-05",2.386334,
"OECD","CPI","TOT","AGRWTH","M","2005-06",2.205971,
"OECD","CPI","TOT","AGRWTH","M","2005-07",2.555588,
"OECD","CPI","TOT","AGRWTH","M","2005-08",2.740602,
"OECD","CPI","TOT","AGRWTH","M","2005-09",3.271955,
"OECD","CPI","TOT","AGRWTH","M","2005-10",3.008488,
"OECD","CPI","TOT","AGRWTH","M","2005-11",2.561421,
"OECD","CPI","TOT","AGRWTH","M","2005-12",2.604347,
"OECD","CPI","TOT","AGRWTH","M","2006-01",2.973178,
"OECD","CPI","TOT","AGRWTH","M","2006-02",2.767967,
"OECD","CPI","TOT","AGRWTH","M","2006-03",2.585352,
"OECD","CPI","TOT","AGRWTH","M","2006-04",2.790287,
"OECD","CPI","TOT","AGRWTH","M","2006-05",3.120577,
"OECD","CPI","TOT","AGRWTH","M","2006-06",3.235595,
"OECD","CPI","TOT","AGRWTH","M","2006-07",3.161967,
"OECD","CPI","TOT","AGRWTH","M","2006-08",3.068058,
"OECD","CPI","TOT","AGRWTH","M","2006-09",2.181776,
"OECD","CPI","TOT","AGRWTH","M","2006-10",1.759109,
"OECD","CPI","TOT","AGRWTH","M","2006-11",2.097201,
"OECD","CPI","TOT","AGRWTH","M","2006-12",2.357459,
"OECD","CPI","TOT","AGRWTH","M","2007-01",2.089155,
"OECD","CPI","TOT","AGRWTH","M","2007-02",2.261708,
"OECD","CPI","TOT","AGRWTH","M","2007-03",2.505164,
"OECD","CPI","TOT","AGRWTH","M","2007-04",2.415581,
"OECD","CPI","TOT","AGRWTH","M","2007-05",2.395398,
"OECD","CPI","TOT","AGRWTH","M","2007-06",2.376828,
"OECD","CPI","TOT","AGRWTH","M","2007-07",2.192884,
"OECD","CPI","TOT","AGRWTH","M","2007-08",1.977309,
"OECD","CPI","TOT","AGRWTH","M","2007-09",2.414783,
"OECD","CPI","TOT","AGRWTH","M","2007-10",2.969394,
"OECD","CPI","TOT","AGRWTH","M","2007-11",3.514757,
"OECD","CPI","TOT","AGRWTH","M","2007-12",3.456178,
"OECD","CPI","TOT","AGRWTH","M","2008-01",3.622806,
"OECD","CPI","TOT","AGRWTH","M","2008-02",3.588152,
"OECD","CPI","TOT","AGRWTH","M","2008-03",3.65365,
"OECD","CPI","TOT","AGRWTH","M","2008-04",3.589307,
"OECD","CPI","TOT","AGRWTH","M","2008-05",3.957923,
"OECD","CPI","TOT","AGRWTH","M","2008-06",4.523531,
"OECD","CPI","TOT","AGRWTH","M","2008-07",4.929511,
"OECD","CPI","TOT","AGRWTH","M","2008-08",4.777391,
"OECD","CPI","TOT","AGRWTH","M","2008-09",4.523936,
"OECD","CPI","TOT","AGRWTH","M","2008-10",3.792908,
"OECD","CPI","TOT","AGRWTH","M","2008-11",2.316769,
"OECD","CPI","TOT","AGRWTH","M","2008-12",1.618897,
"OECD","CPI","TOT","AGRWTH","M","2009-01",1.371381,
"OECD","CPI","TOT","AGRWTH","M","2009-02",1.42021,
"OECD","CPI","TOT","AGRWTH","M","2009-03",0.9710021,
"OECD","CPI","TOT","AGRWTH","M","2009-04",0.7111264,
"OECD","CPI","TOT","AGRWTH","M","2009-05",0.1647452,
"OECD","CPI","TOT","AGRWTH","M","2009-06",-0.07194316,
"OECD","CPI","TOT","AGRWTH","M","2009-07",-0.5897861,
"OECD","CPI","TOT","AGRWTH","M","2009-08",-0.2643488,
"OECD","CPI","TOT","AGRWTH","M","2009-09",-0.2696047,
"OECD","CPI","TOT","AGRWTH","M","2009-10",0.2138634,
"OECD","CPI","TOT","AGRWTH","M","2009-11",1.27864,
"OECD","CPI","TOT","AGRWTH","M","2009-12",1.834191,
"OECD","CPI","TOT","AGRWTH","M","2010-01",2.046914,
"OECD","CPI","TOT","AGRWTH","M","2010-02",1.880103,
"OECD","CPI","TOT","AGRWTH","M","2010-03",2.048195,
"OECD","CPI","TOT","AGRWTH","M","2010-04",2.065861,
"OECD","CPI","TOT","AGRWTH","M","2010-05",1.945635,
"OECD","CPI","TOT","AGRWTH","M","2010-06",1.461132,
"OECD","CPI","TOT","AGRWTH","M","2010-07",1.576517,
"OECD","CPI","TOT","AGRWTH","M","2010-08",1.515783,
"OECD","CPI","TOT","AGRWTH","M","2010-09",1.630504,
"OECD","CPI","TOT","AGRWTH","M","2010-10",1.781389,
"OECD","CPI","TOT","AGRWTH","M","2010-11",1.725783,
"OECD","CPI","TOT","AGRWTH","M","2010-12",1.96826,
"OECD","CPI","TOT","AGRWTH","M","2011-01",2.045462,
"OECD","CPI","TOT","AGRWTH","M","2011-02",2.267719,
"OECD","CPI","TOT","AGRWTH","M","2011-03",2.559759,
"OECD","CPI","TOT","AGRWTH","M","2011-04",2.792485,
"OECD","CPI","TOT","AGRWTH","M","2011-05",3.039554,
"OECD","CPI","TOT","AGRWTH","M","2011-06",3.002048,
"OECD","CPI","TOT","AGRWTH","M","2011-07",3.078918,
"OECD","CPI","TOT","AGRWTH","M","2011-08",3.164694,
"OECD","CPI","TOT","AGRWTH","M","2011-09",3.216913,
"OECD","CPI","TOT","AGRWTH","M","2011-10",3.081574,
"OECD","CPI","TOT","AGRWTH","M","2011-11",3.079902,
"OECD","CPI","TOT","AGRWTH","M","2011-12",2.851258,
"OECD","CPI","TOT","AGRWTH","M","2012-01",2.792819,
"OECD","CPI","TOT","AGRWTH","M","2012-02",2.789972,
"OECD","CPI","TOT","AGRWTH","M","2012-03",2.646619,
"OECD","CPI","TOT","AGRWTH","M","2012-04",2.463519,
